segmentid,road_label,from_street,to_street,road_class,length_miles,crashes,deaths,serious_injuries,severity_score,first_year,last_year,max_match_distance_ft,score_per_mile,candidate_high_injury_segment
505966,S NEW BRAUNFELS AVE,ESSEX ST,WESTFALL AVE,Primary Arterial B,0.07088143923295455,1,0,1,5,2023,2023,2.224659666106822,70.54032838649493,False
507415,BROADWAY,McCullough Ave,6TH ST,None,0.0730210497064394,1,0,1,5,2023,2023,0.17292513460141287,68.47340623150576,False
507721,McCullough Ave,DALLAS ST,CAMDEN ST,None,0.07355642669318181,1,0,1,5,2021,2021,3.517266386761733,67.97502576975326,False
202512,W COMMERCE ST,NW 25TH ST,NW 26TH ST,Primary Arterial B,0.07369406516477273,1,0,1,5,2023,2023,0.03308320746708409,67.84806875316877,False
507772,N MAIN AVE,W POPLAR ST,W CYPRESS,Secondary Arterial B,0.07463656776136364,1,0,1,5,2019,2019,8.300982121409175,66.99129059613992,False
407244,AZUCENA ST,NW 38TH ST,CUL-DE-SAC,None,0.07489290702651516,1,0,1,5,2023,2023,1.817830678268629,66.76199654300767,False
313367,N MAIN AVE,W LAUREL ST,E EVERGREEN,None,0.07533482307575758,1,0,1,5,2022,2022,1.95645401641759,66.37036891919082,False
402102,COMMERCIAL AVE,SW MILITARY DR,VERNE ST,Secondary Arterial B,0.07547528972916666,1,0,1,5,2022,2022,1.1951753855940694,66.24684738464542,False
501686,ROLAND AVE,PECAN VALLEY DR,TALISMAN,None,0.15350569726136362,1,1,0,10,2023,2023,1.5507335134702478,65.14416193278929,False
202511,W COMMERCE ST,NW 24TH ST,NW 25TH ST,Primary Arterial B,0.07792685090340909,1,0,1,5,2022,2022,4.317326533301553,64.16273648985941,False
822124,IH 35 N ACCESS RD,TBD,TBD,None,0.15600535743371213,1,1,0,10,2023,2023,3.893382087667563,64.10036273433158,False
412265,BANDERA RD,E SKYVIEW,CLOUDCROFT DR,Primary Arterial A,0.07947994619128788,1,0,1,5,2020,2020,14.149821753168204,62.90895049131362,False
306361,Oconnor Rd,FOUNTAINWOOD DR,LARKDALE DR,Secondary Arterial A,0.08167437777651515,1,0,1,5,2023,2023,0.001963279659620847,61.218709418043616,False
413772,HEATHRIDGE,BRANSTON,POND VW,None,0.08182206317424243,1,0,1,5,2022,2022,6.937881780882329,61.108212211079994,False
849414,Oconnor Rd,INDEPENDENCE AVE,CROSSWINDS WAY,None,0.08319854761742425,1,0,1,5,2022,2022,3.590793002688225,60.097202934259535,False
205303,HUEBNER RD,BABCOCK RD,OAKLAND RD,Primary Arterial A,0.17183822097348483,1,1,0,10,2021,2021,3.473529158234015,58.19427100297454,False
210358,FM 1560 N,TBD,TBD,Secondary Arterial A,0.08831411442992425,1,0,1,5,2023,2023,2.1571368786227225,56.61609168902911,False
419229,FREDERICKSBURG RD,FULTON AVE,W KINGS HWY,Secondary Arterial B,0.08943430317424242,1,0,1,5,2022,2022,0.8528453206365763,55.906959886058885,False
501708,SINCLAIR RD,LINDA KAY DR,S WW WHITE RD,None,0.09162421510416667,1,0,1,5,2022,2022,1.5273554910255343,54.570726683066795,False
314451,NE LOOP 410,TBD,TBD,None,0.1900043044090909,1,1,0,10,2019,2019,32.22345866137113,52.63038661729151,False
417861,CULEBRA RD,MIRA VISTA,BRIDGE,Secondary Arterial A,0.19275665191477273,2,0,2,10,2021,2022,0.08099787488319363,51.87888407825996,False
517565,IH 35 S,TBD,TBD,None,0.09768025610984848,1,0,1,5,2021,2021,32.66619183681375,51.187416977870534,False
510160,E COMMERCE ST,N ST MARYS,BRIDGE,None,0.10109193205492424,1,0,1,5,2023,2023,2.9476407024270546,49.45993115734944,False
401946,W HARDING BLVD,NOCK AVE,LOGWOOD AVE,None,0.10492637502272727,1,0,1,5,2022,2022,0.12350103119672898,47.65246106059596,False
416281,DE ZAVALA RD,WEST GOLDEN LN,HART RANCH,Secondary Arterial A,0.10777245123106059,1,0,1,5,2022,2022,4.484727038478697,46.39404544376711,False
401999,RAYBURN DR,PLEASANTON RD,OPPENHEIMER AVE,None,0.10876152078787879,1,0,1,5,2023,2023,2.2203654232593135,45.972141284707355,False
210421,TIMBER PATH,GRISSOM RD,MEADOW TRACE,None,0.10965087269128788,1,0,1,5,2022,2022,2.2308546412966477,45.59927228374231,False
822299,BLANCO RD,TBD,TBD,Secondary Arterial A,0.11284373554924243,1,0,1,5,2020,2020,9.892040082003101,44.30906133746445,False
820429,IH 35 N,TBD,TBD,None,0.2315575995625,1,1,0,10,2022,2022,27.328313671068862,43.1857992088957,False
503767,S WW WHITE RD,HOLMGREEN RD,BERNADINE DR,Primary Arterial A,0.1196575090909091,1,0,1,5,2023,2023,5.075395667080409,41.785927502479424,False
401993,SW MILITARY DR,COMMERCIAL AVE,BURTON,Primary Arterial A,0.12047148729166667,1,0,1,5,2022,2022,24.189922993455767,41.50359651404307,False
304351,PERRIN BEITEL,TBD,TBD,Secondary Arterial A,0.12320308889962121,1,0,1,5,2019,2019,2.75085470998145,40.58339806783345,False
412811,FREDERICKSBURG RD,TBD,TBD,Secondary Arterial A,0.128050860469697,1,0,1,5,2020,2020,26.333243525955197,39.04698478135757,False
209371,W WOODLAWN,N ELMENDORF,SAN ANTONIO AVE,Secondary Arterial B,0.13006158665151515,1,0,1,5,2020,2020,2.0593956441007193,38.44332618666968,False
505229,PROBANDT ST,S ALAMO ST,BLUE STAR,None,0.13904631742045456,1,0,1,5,2019,2019,39.35661252002342,35.9592407246628,False
510398,IH 37 S,TBD,TBD,None,0.2822344086287879,1,1,0,10,2023,2023,2.29644463923662,35.4315409258005,False
415481,HORIZON HILL BLVD,EAST HORIZON DR,MIDHORIZON DR,None,0.14788237085037878,1,0,1,5,2023,2023,0.15733319882067082,33.81065620768815,False
310445,MIDCROWN DR,GAWAIN DR,CHARLES WINDHAM,None,0.15146367999810606,1,0,1,5,2023,2023,0.044131635172324546,33.01121430604697,False
313140,WALZEM RD,TBD,TBD,Secondary Arterial A,0.15648882735795455,1,0,1,5,2023,2023,1.2307713414283112,31.951162804504477,False
820514,NE LOOP 410,TBD,TBD,None,0.31524427698295454,1,1,0,10,2022,2022,18.36981934657032,31.721432330841985,False
416922,FREDERICKSBURG RD,TBD,TBD,Secondary Arterial A,0.16776784804166667,1,0,1,5,2022,2022,7.770366718077098,29.803088365049568,False
202740,N GENERAL MCMULLEN,DARTMOUTH ST,BOWDOIN ST,Primary Arterial A,0.1781650679621212,1,0,1,5,2022,2022,0.45633340127785665,28.06386267067249,False
431724,IH 35 S,TBD,TBD,None,0.35867707752272726,1,1,0,10,2023,2023,46.672576882128695,27.880231625246136,False
309033,NACOGDOCHES RD,TBD,TBD,Secondary Arterial A,0.19237162388446968,1,0,1,5,2023,2023,1.5068483397381622,25.991359323362524,False
846141,N GENERAL MCMULLEN,CULEBRA RD,BLUERIDGE,,0.19260401633901514,1,0,1,5,2019,2019,8.863214688821078,25.959998628477027,False
412269,BANDERA RD,WILDFLOWER,TBD,Primary Arterial A,0.19690608358333334,1,0,1,5,2023,2023,8.969012009430491,25.392816255389754,False
424375,N LOOP 1604 W ACCESS RD,TBD,TBD,None,0.39986832210795453,1,1,0,10,2023,2023,2.456616972957449,25.00823257837426,False
309207,BASSE,McCullough Ave,SAN PEDRO AVE,Secondary Arterial A,0.4547915343087121,1,1,0,10,2022,2022,5.67676772124121,21.988096183892484,False
310999,E RECTOR,MERTZ DR,REPUBLIC DR,None,0.23315959057386362,1,0,1,5,2023,2023,3.7846695964160726,21.444539286133413,False
206828,W WOODLAWN,ST CLOUD,BANDERA RD,Secondary Arterial B,0.23878347953219697,1,0,1,5,2020,2020,4.497846357819799,20.939472068149556,False
402062,W SOUTHCROSS BLVD,TUPPER AVE,NOBLE AVE,Secondary Arterial A,0.24126396701515154,1,0,1,5,2020,2020,4.131892128920023,20.724188787321054,False
400614,W MAYFIELD,S ZARZAMORA,WABASH ST,None,0.24896914278030302,1,0,1,5,2019,2019,6.6157905405408615,20.082810038881536,False
314257,IH 35 N,TBD,TBD,None,0.27209965248674245,1,0,1,5,2022,2022,32.65986507166698,18.375620675383317,False
820706,IH 10 W,TBD,TBD,None,0.28833141080492425,1,0,1,5,2020,2020,29.66080576700443,17.34115608854992,False
309764,AUSTIN HWY,TBD,TBD,Primary Arterial A,0.5876354426837122,2,0,2,10,2022,2023,2.1621868082437707,17.01735340252848,False
424499,STATE HWY 151,TBD,TBD,None,0.6281806913636363,1,1,0,10,2019,2019,21.953270677132156,15.918986586952062,False
314249,IH 35 N,TBD,TBD,None,0.3272260127784091,1,0,1,5,2022,2022,22.65948840100923,15.27995881973448,False
824519,IH 35 N ACCESS RD,TBD,TBD,None,0.6782837216060605,1,1,0,10,2022,2022,16.100202892764145,14.743093017655944,False
421828,UTSA BLVD,UNIVERSITY PASS,IH 10 W ACCESS RD,None,0.3456758578655303,1,0,1,5,2021,2021,4.223484835294611,14.464417708757162,False
504086,SE MILITARY DR,ROOSEVELT AVE,MISSION RD,Primary Arterial A,0.45892945637878785,1,0,1,5,2023,2023,0.7776075711368684,10.894920625607297,False
510357,IH 35 N,TBD,TBD,None,0.5213617951704546,1,0,1,5,2020,2020,32.24046130117758,9.59026926467693,False
820687,WURZBACH PKWY,TBD,TBD,Super Arterial A,0.5984192272613637,1,0,1,5,2022,2022,9.500055622757158,8.355346506632575,False
509420,MISSION RD,99TH ST,ASHLEY RD,None,0.729282369501894,1,0,1,5,2020,2020,4.032954688349512,6.856054950862233,False
